Time,Accel. Pedal[%],Ambient Pressure[psig],Boost (Pre-Throttle)[psig],Boost pressure (Target)[psig],Coolant Temp[F],Engine speed[rpm],Gear Actual[],HPFP (Target)[psig],HPFP Act.[psig],IAT[F],Ignition Cyl 1[deg],Ignition Timing 1[deg],Ignition Timing 2[deg],Ignition Timing 3[deg],Ignition Timing 4[deg],Knock Detected[0/1],LPFP Act. (Raw)[psig],Lambda[AFR],Lambda Act. (Bank 1)[AFR],Lambda Control Factor (Bank 1) - Faster[AFR],Load Act. (Rel.)[%],Load Target (Rel.)[%],MAF[lb/min],MAP[psig],Mass flow HFM[lb/min],Oil Temp[F],Relative Air Filling[%],STFT[],Throttle Angle[%],Vehicle Speed[mph],Wastegate Duty Cycle (Bank 1)[%],bootmod3_0.40.029_unknown,638df7bbd10b43b2d827be02
4.405,100,-0.1,19.1,19.4,212,5415,3,2882,2858,54,6.7,6.8,6.8,6.8,6.8,0,84,12.27,12.27,15.90,97.6,191.2,828.0,19.0,856.7,217,255,1.08,100,59,85,
4.455,100,-0.1,19.1,19.3,212,5456,3,2882,2862,54,6.7,6.8,6.8,6.8,6.8,0,84,12.28,12.28,15.89,97.2,191.2,832.0,18.9,861.7,217,255,1.08,100,59,85,
4.505,100,-0.1,19.2,19.3,212,5505,3,2882,2877,54,6.7,6.8,6.8,6.8,6.8,0,84,12.30,12.30,15.88,96.8,191.2,836.0,18.9,862.4,217,255,1.08,100,60,85,
4.554,100,-0.1,19.0,19.2,212,5542,3,2882,2878,54,6.7,7.3,7.3,7.3,7.3,0,84,12.27,12.27,15.85,96.4,191.2,840.0,18.9,862.1,217,255,1.07,100,60,85,
4.594,100,-0.1,19.0,19.2,212,5568,3,2882,2864,54,6.7,7.3,7.3,7.3,7.3,0,84,12.32,12.32,15.87,96.4,191.2,840.0,18.8,865.8,217,255,1.08,100,61,85,
4.644,100,-0.1,19.0,19.2,212,5605,3,2882,2865,54,6.7,7.3,7.3,7.3,7.3,0,84,12.31,12.31,15.87,96.0,191.2,844.0,18.8,866.2,217,255,1.07,100,61,85,
4.694,100,-0.1,19.0,19.2,212,5650,3,2882,2877,54,7.5,7.8,7.8,7.8,7.8,0,84,12.24,12.24,15.80,95.7,191.2,848.0,18.7,869.5,217,255,1.07,100,62,85,
4.744,100,-0.1,18.8,19.2,212,5685,3,2882,2903,54,7.5,7.8,7.8,7.8,7.8,0,84,12.23,12.23,15.78,95.3,191.2,848.0,18.7,870.8,217,255,1.07,100,62,85,
4.794,100,-0.1,18.7,19.1,212,5724,3,2882,2913,54,7.5,7.8,7.8,7.8,7.8,0,84,12.24,12.24,15.74,94.9,191.2,852.0,18.6,871.3,217,255,1.07,100,62,85,
4.844,100,-0.1,18.6,19.1,212,5762,3,2882,2897,53,7.5,7.8,7.8,7.8,7.8,0,84,12.28,12.28,15.75,94.5,191.2,856.0,18.6,873.5,217,255,1.07,100,63,85,
4.884,100,-0.1,18.8,19.1,212,5793,3,2882,2892,53,7.5,7.8,7.8,7.8,7.8,0,84,12.30,12.30,15.77,94.1,191.2,856.0,18.5,875.8,217,255,1.07,100,63,85,
4.934,100,-0.1,18.7,19.1,212,5824,3,2882,2895,53,7.5,7.8,7.8,7.8,7.8,0,84,12.25,12.25,15.73,93.7,190.5,856.0,18.5,877.4,217,255,1.07,100,64,85,
4.980,100,-0.1,18.6,19.1,212,5856,3,2882,2906,53,7.5,7.8,7.8,7.8,7.8,0,84,12.23,12.23,15.68,93.3,189.7,860.0,18.4,875.4,217,254,1.06,100,64,85,
